"Título de trazado: ASA_01_SO_01"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 22034869, SEN S/N: 22034869)","Temp, °F (LGR S/N: 22034869, SEN S/N: 22034869)","Pres abs Barom., psi (LGR S/N: 21981564, SEN S/N: 21981564)","Profundidad de sensor, pies (LGR S/N: 22034869)","Acoplador separado (LGR S/N: 22034869)","Acoplador adjunto (LGR S/N: 22034869)","Host conectado (LGR S/N: 22034869)","Final de archivo (LGR S/N: 22034869)"
349,09/29/25 03:45:00 PM,8.4086,40.134,8.3433,0.151,,,,
350,09/29/25 03:50:00 PM,8.4062,40.134,8.3433,0.145,,,,
351,09/29/25 03:55:00 PM,8.4062,40.134,8.3398,0.153,,,,
352,09/29/25 04:00:00 PM,8.4039,40.134,8.3398,0.148,,,,
353,09/29/25 04:05:00 PM,8.4039,40.134,8.3456,0.134,,,,
354,09/29/25 04:10:00 PM,8.4039,40.134,8.3430,0.141,,,,
355,09/29/25 04:15:00 PM,8.4062,40.134,8.3437,0.144,,,,
356,09/29/25 04:20:00 PM,8.4062,40.134,8.3462,0.139,,,,
357,09/29/25 04:25:00 PM,8.4086,40.134,8.3469,0.142,,,,
358,09/29/25 04:30:00 PM,8.4086,40.134,8.3484,0.139,,,,
359,09/29/25 04:35:00 PM,8.4039,40.134,8.3440,0.138,,,,
360,09/29/25 04:40:00 PM,8.4062,40.134,8.3488,0.132,,,,
361,09/29/25 04:45:00 PM,8.4062,40.134,8.3461,0.139,,,,
362,09/29/25 04:50:00 PM,8.4078,39.947,8.3481,0.138,,,,
363,09/29/25 04:55:00 PM,8.4062,40.134,8.3452,0.141,,,,
364,09/29/25 05:00:00 PM,8.4062,40.134,8.3472,0.136,,,,
365,09/29/25 05:05:00 PM,8.4062,40.134,8.3459,0.139,,,,
366,09/29/25 05:10:00 PM,8.4055,39.947,8.3452,0.139,,,,
367,09/29/25 05:15:00 PM,8.4055,39.947,8.3472,0.134,,,,
368,09/29/25 05:20:00 PM,8.4032,39.947,8.3440,0.136,,,,
369,09/29/25 05:25:00 PM,8.4055,39.947,8.3453,0.139,,,,
370,09/29/25 05:30:00 PM,8.4032,39.947,8.3421,0.141,,,,
371,09/29/25 05:35:00 PM,8.4032,39.947,8.3445,0.135,,,,
372,09/29/25 05:40:00 PM,8.4032,39.947,8.3405,0.145,,,,
373,09/29/25 05:45:00 PM,8.4032,39.947,8.3418,0.142,,,,
374,09/29/25 05:50:00 PM,8.4032,39.947,8.3407,0.144,,,,
375,09/29/25 05:55:00 PM,8.4055,39.947,8.3403,0.151,,,,
376,09/29/25 06:00:00 PM,8.4032,39.947,8.3379,0.151,,,,
377,09/29/25 06:05:00 PM,8.4032,39.947,8.3391,0.148,,,,
378,09/29/25 06:10:00 PM,8.4032,39.947,8.3397,0.147,,,,
379,09/29/25 06:15:00 PM,8.4055,39.947,8.3391,0.153,,,,
380,09/29/25 06:20:00 PM,8.4032,39.947,8.3413,0.143,,,,
381,09/29/25 06:25:00 PM,8.4032,39.947,8.3403,0.145,,,,
382,09/29/25 06:30:00 PM,8.4078,39.947,8.3429,0.150,,,,
383,09/29/25 06:35:00 PM,8.4032,39.947,8.3384,0.150,,,,
384,09/29/25 06:40:00 PM,8.4032,39.947,8.3418,0.142,,,,
385,09/29/25 06:45:00 PM,8.4055,39.947,8.3423,0.146,,,,
386,09/29/25 06:50:00 PM,8.4055,39.947,8.3417,0.147,,,,
387,09/29/25 06:55:00 PM,8.4078,39.947,8.3405,0.155,,,,
388,09/29/25 07:00:00 PM,8.4078,39.947,8.3443,0.147,,,,
389,09/29/25 07:05:00 PM,8.4078,39.947,8.3432,0.149,,,,
390,09/29/25 07:10:00 PM,8.4055,39.947,8.3424,0.146,,,,
391,09/29/25 07:15:00 PM,8.4078,39.947,8.3442,0.147,,,,
392,09/29/25 07:20:00 PM,8.4055,39.947,8.3429,0.145,,,,
393,09/29/25 07:25:00 PM,8.4055,39.947,8.3434,0.143,,,,
394,09/29/25 07:30:00 PM,8.4055,39.947,8.3434,0.143,,,,
395,09/29/25 07:35:00 PM,8.4078,39.947,8.3439,0.148,,,,
396,09/29/25 07:40:00 PM,8.4078,39.947,8.3423,0.151,,,,
397,09/29/25 07:45:00 PM,8.4078,39.947,8.3423,0.151,,,,
398,09/29/25 07:50:00 PM,8.4055,39.947,8.3410,0.149,,,,
399,09/29/25 07:55:00 PM,8.4055,39.947,8.3427,0.145,,,,
400,09/29/25 08:00:00 PM,8.4078,39.947,8.3427,0.150,,,,
401,09/29/25 08:05:00 PM,8.4055,39.947,8.3427,0.145,,,,
402,09/29/25 08:10:00 PM,8.4055,39.947,8.3398,0.152,,,,
403,09/29/25 08:15:00 PM,8.4055,39.947,8.3414,0.148,,,,
404,09/29/25 08:20:00 PM,8.4078,39.947,8.3465,0.142,,,,
405,09/29/25 08:25:00 PM,8.4078,39.947,8.3481,0.138,,,,
406,09/29/25 08:30:00 PM,8.4102,39.947,8.3453,0.150,,,,
407,09/29/25 08:35:00 PM,8.4078,39.947,8.3453,0.144,,,,
408,09/29/25 08:40:00 PM,8.4055,39.947,8.3436,0.143,,,,
409,09/29/25 08:45:00 PM,8.4078,39.947,8.3469,0.141,,,,
410,09/29/25 08:50:00 PM,8.4055,39.947,8.3440,0.142,,,,
411,09/29/25 08:55:00 PM,8.4078,39.947,8.3458,0.143,,,,
412,09/29/25 09:00:00 PM,8.4078,39.947,8.3478,0.139,,,,
413,09/29/25 09:05:00 PM,8.4055,39.947,8.3478,0.133,,,,
414,09/29/25 09:10:00 PM,8.4078,39.947,8.3429,0.150,,,,
415,09/29/25 09:15:00 PM,8.4078,39.947,8.3445,0.146,,,,
416,09/29/25 09:20:00 PM,8.4078,39.947,8.3445,0.146,,,,
417,09/29/25 09:25:00 PM,8.4055,39.947,8.3445,0.141,,,,
418,09/29/25 09:30:00 PM,8.4078,39.947,8.3449,0.145,,,,
419,09/29/25 09:35:00 PM,8.4078,39.947,8.3453,0.144,,,,
420,09/29/25 09:40:00 PM,8.4078,39.947,8.3487,0.136,,,,
421,09/29/25 09:45:00 PM,8.4055,39.947,8.3458,0.138,,,,
422,09/29/25 09:50:00 PM,8.4071,39.760,8.3442,0.145,,,,
423,09/29/25 09:55:00 PM,8.4071,39.760,8.3458,0.142,,,,
424,09/29/25 10:00:00 PM,8.4071,39.760,8.3442,0.145,,,,
425,09/29/25 10:05:00 PM,8.4048,39.760,8.3442,0.140,,,,
426,09/29/25 10:10:00 PM,8.4071,39.760,8.3429,0.148,,,,
427,09/29/25 10:15:00 PM,8.4048,39.760,8.3446,0.139,,,,
428,09/29/25 10:20:00 PM,8.4048,39.760,8.3413,0.147,,,,
429,09/29/25 10:25:00 PM,8.4071,39.760,8.3395,0.156,,,,
430,09/29/25 10:30:00 PM,8.4048,39.760,8.3413,0.147,,,,
431,09/29/25 10:35:00 PM,8.4048,39.760,8.3413,0.147,,,,
432,09/29/25 10:40:00 PM,8.4048,39.760,8.3400,0.150,,,,
433,09/29/25 10:45:00 PM,8.4071,39.760,8.3416,0.151,,,,
434,09/29/25 10:50:00 PM,8.4048,39.760,8.3400,0.150,,,,
435,09/29/25 10:55:00 PM,8.4025,39.760,8.3400,0.144,,,,
436,09/29/25 11:00:00 PM,8.4048,39.760,8.3433,0.142,,,,
437,09/29/25 11:05:00 PM,8.4048,39.760,8.3400,0.150,,,,
438,09/29/25 11:10:00 PM,8.4025,39.760,8.3400,0.144,,,,
439,09/29/25 11:15:00 PM,8.4025,39.760,8.3416,0.141,,,,
440,09/29/25 11:20:00 PM,8.4048,39.760,8.3400,0.150,,,,
441,09/29/25 11:25:00 PM,8.4025,39.760,8.3395,0.145,,,,
442,09/29/25 11:30:00 PM,8.4002,39.760,8.3395,0.140,,,,
443,09/29/25 11:35:00 PM,8.4002,39.760,8.3379,0.144,,,,
444,09/29/25 11:40:00 PM,8.4025,39.760,8.3362,0.153,,,,
445,09/29/25 11:45:00 PM,8.4002,39.760,8.3375,0.145,,,,
446,09/29/25 11:50:00 PM,8.4002,39.760,8.3375,0.145,,,,
447,09/29/25 11:55:00 PM,8.4002,39.760,8.3362,0.148,,,,
448,09/30/25 12:00:00 AM,8.4025,39.760,8.3362,0.153,,,,
449,09/30/25 12:05:00 AM,8.4002,39.760,8.3362,0.148,,,,
450,09/30/25 12:10:00 AM,8.4002,39.760,8.3362,0.148,,,,
451,09/30/25 12:15:00 AM,8.4002,39.760,8.3358,0.149,,,,
452,09/30/25 12:20:00 AM,8.4002,39.760,8.3324,0.156,,,,
453,09/30/25 12:25:00 AM,8.3978,39.760,8.3324,0.151,,,,
454,09/30/25 12:30:00 AM,8.3978,39.760,8.3311,0.154,,,,
455,09/30/25 12:35:00 AM,8.4002,39.760,8.3295,0.163,,,,
456,09/30/25 12:40:00 AM,8.3978,39.760,8.3295,0.158,,,,
457,09/30/25 12:45:00 AM,8.3955,39.760,8.3300,0.151,,,,
458,09/30/25 12:50:00 AM,8.3978,39.760,8.3300,0.157,,,,
459,09/30/25 12:55:00 AM,8.3955,39.760,8.3271,0.158,,,,
460,09/30/25 01:00:00 AM,8.3978,39.760,8.3253,0.167,,,,
461,09/30/25 01:05:00 AM,8.3955,39.760,8.3273,0.157,,,,
462,09/30/25 01:10:00 AM,8.3978,39.760,8.3257,0.166,,,,
463,09/30/25 01:15:00 AM,8.3955,39.760,8.3278,0.156,,,,
464,09/30/25 01:20:00 AM,8.3978,39.760,8.3244,0.169,,,,
465,09/30/25 01:25:00 AM,8.3955,39.760,8.3244,0.164,,,,
466,09/30/25 01:30:00 AM,8.3932,39.760,8.3249,0.158,,,,
467,09/30/25 01:35:00 AM,8.3932,39.760,8.3236,0.161,,,,
468,09/30/25 01:40:00 AM,8.3932,39.760,8.3236,0.161,,,,
469,09/30/25 01:45:00 AM,8.3932,39.760,8.3240,0.160,,,,
470,09/30/25 01:50:00 AM,8.3932,39.760,8.3240,0.160,,,,
471,09/30/25 01:55:00 AM,8.3909,39.760,8.3227,0.157,,,,
472,09/30/25 02:00:00 AM,8.3909,39.760,8.3210,0.161,,,,
473,09/30/25 02:05:00 AM,8.3909,39.760,8.3176,0.169,,,,
474,09/30/25 02:10:00 AM,8.3932,39.760,8.3210,0.167,,,,
475,09/30/25 02:15:00 AM,8.3909,39.760,8.3198,0.164,,,,
476,09/30/25 02:20:00 AM,8.3909,39.760,8.3181,0.168,,,,
477,09/30/25 02:25:00 AM,8.3885,39.760,8.3185,0.162,,,,
478,09/30/25 02:30:00 AM,8.3885,39.760,8.3168,0.166,,,,
479,09/30/25 02:35:00 AM,8.3885,39.760,8.3185,0.162,,,,
480,09/30/25 02:40:00 AM,8.3909,39.760,8.3168,0.171,,,,
481,09/30/25 02:45:00 AM,8.3909,39.760,8.3152,0.175,,,,
482,09/30/25 02:50:00 AM,8.3909,39.760,8.3172,0.170,,,,
483,09/30/25 02:55:00 AM,8.3885,39.760,8.3139,0.172,,,,
484,09/30/25 03:00:00 AM,8.3885,39.760,8.3172,0.165,,,,
485,09/30/25 03:05:00 AM,8.3885,39.760,8.3154,0.169,,,,
486,09/30/25 03:10:00 AM,8.3909,39.760,8.3154,0.174,,,,
487,09/30/25 03:15:00 AM,8.3885,39.760,8.3139,0.172,,,,
488,09/30/25 03:20:00 AM,8.3909,39.760,8.3139,0.178,,,,
489,09/30/25 03:25:00 AM,8.3885,39.760,8.3154,0.169,,,,
490,09/30/25 03:30:00 AM,8.3885,39.760,8.3139,0.172,,,,
491,09/30/25 03:35:00 AM,8.3909,39.760,8.3154,0.174,,,,
492,09/30/25 03:40:00 AM,8.3909,39.760,8.3139,0.178,,,,
493,09/30/25 03:45:00 AM,8.3909,39.760,8.3172,0.170,,,,
494,09/30/25 03:50:00 AM,8.3885,39.760,8.3159,0.168,,,,
495,09/30/25 03:55:00 AM,8.3885,39.760,8.3159,0.168,,,,
496,09/30/25 04:00:00 AM,8.3880,39.573,8.3159,0.166,,,,
497,09/30/25 04:05:00 AM,8.3855,39.573,8.3175,0.157,,,,
498,09/30/25 04:10:00 AM,8.3880,39.573,8.3162,0.166,,,,
499,09/30/25 04:15:00 AM,8.3880,39.573,8.3162,0.166,,,,
500,09/30/25 04:20:00 AM,8.3880,39.573,8.3149,0.169,,,,
501,09/30/25 04:25:00 AM,8.3880,39.573,8.3165,0.165,,,,
502,09/30/25 04:30:00 AM,8.3880,39.573,8.3165,0.165,,,,
503,09/30/25 04:35:00 AM,8.3855,39.573,8.3182,0.155,,,,
504,09/30/25 04:40:00 AM,8.3880,39.573,8.3182,0.161,,,,
505,09/30/25 04:45:00 AM,8.3880,39.573,8.3165,0.165,,,,
506,09/30/25 04:50:00 AM,8.3880,39.573,8.3182,0.161,,,,
507,09/30/25 04:55:00 AM,8.3880,39.573,8.3165,0.165,,,,
508,09/30/25 05:00:00 AM,8.3880,39.573,8.3165,0.165,,,,
509,09/30/25 05:05:00 AM,8.3880,39.573,8.3165,0.165,,,,
510,09/30/25 05:10:00 AM,8.3903,39.573,8.3165,0.170,,,,
511,09/30/25 05:15:00 AM,8.3903,39.573,8.3162,0.171,,,,
512,09/30/25 05:20:00 AM,8.3903,39.573,8.3178,0.167,,,,
513,09/30/25 05:25:00 AM,8.3926,39.573,8.3192,0.169,,,,
514,09/30/25 05:30:00 AM,8.3903,39.573,8.3208,0.160,,,,
515,09/30/25 05:35:00 AM,8.3903,39.573,8.3205,0.161,,,,
516,09/30/25 05:40:00 AM,8.3903,39.573,8.3221,0.157,,,,
517,09/30/25 05:45:00 AM,8.3903,39.573,8.3201,0.162,,,,
518,09/30/25 05:50:00 AM,8.3903,39.573,8.3201,0.162,,,,
519,09/30/25 05:55:00 AM,8.3903,39.573,8.3214,0.159,,,,
520,09/30/25 06:00:00 AM,8.3903,39.573,8.3231,0.155,,,,
521,09/30/25 06:05:00 AM,8.3903,39.573,8.3243,0.152,,,,
522,09/30/25 06:10:00 AM,8.3926,39.573,8.3276,0.150,,,,
523,09/30/25 06:15:00 AM,8.3903,39.573,8.3240,0.153,,,,
524,09/30/25 06:20:00 AM,8.3926,39.573,8.3256,0.155,,,,
525,09/30/25 06:25:00 AM,8.3949,39.573,8.3286,0.153,,,,
526,09/30/25 06:30:00 AM,8.3949,39.573,8.3282,0.154,,,,
527,09/30/25 06:35:00 AM,8.3926,39.573,8.3308,0.143,,,,
528,09/30/25 06:40:00 AM,8.3949,39.573,8.3337,0.141,,,,
529,09/30/25 06:45:00 AM,8.3926,39.573,8.3300,0.145,,,,
530,09/30/25 06:50:00 AM,8.3972,39.573,8.3329,0.149,,,,
531,09/30/25 06:55:00 AM,8.3926,39.573,8.3337,0.136,,,,
532,09/30/25 07:00:00 AM,8.3972,39.573,8.3358,0.142,,,,
533,09/30/25 07:05:00 AM,8.3996,39.573,8.3388,0.140,,,,
534,09/30/25 07:10:00 AM,8.3996,39.573,8.3391,0.140,,,,
535,09/30/25 07:15:00 AM,8.3996,39.573,8.3427,0.131,,,,
536,09/30/25 07:20:00 AM,8.3996,39.573,8.3445,0.127,,,,
537,09/30/25 07:25:00 AM,8.3996,39.573,8.3474,0.120,,,,
538,09/30/25 07:30:00 AM,8.4002,39.760,8.3469,0.123,,,,
539,09/30/25 07:35:00 AM,8.4025,39.760,8.3487,0.124,,,,
540,09/30/25 07:40:00 AM,8.4025,39.760,8.3503,0.120,,,,
541,09/30/25 07:45:00 AM,8.4025,39.760,8.3513,0.118,,,,
542,09/30/25 07:50:00 AM,8.4025,39.760,8.3527,0.115,,,,
543,09/30/25 07:55:00 AM,8.4048,39.760,8.3543,0.116,,,,
544,09/30/25 08:00:00 AM,8.4025,39.760,8.3558,0.108,,,,
545,09/30/25 08:05:00 AM,8.4048,39.760,8.3562,0.112,,,,
546,09/30/25 08:10:00 AM,8.4025,39.760,8.3593,0.100,,,,
547,09/30/25 08:15:00 AM,8.4048,39.760,8.3579,0.108,,,,
548,09/30/25 08:20:00 AM,8.4048,39.760,8.3577,0.109,,,,
549,09/30/25 08:25:00 AM,8.4071,39.760,8.3579,0.113,,,,
550,09/30/25 08:30:00 AM,8.4048,39.760,8.3577,0.109,,,,
551,09/30/25 08:35:00 AM,8.4048,39.760,8.3595,0.104,,,,
552,09/30/25 08:40:00 AM,8.4025,39.760,8.3582,0.102,,,,
553,09/30/25 08:45:00 AM,8.4002,39.760,8.3575,0.098,,,,
554,09/30/25 08:50:00 AM,8.4048,39.760,8.3584,0.107,,,,
555,09/30/25 08:55:00 AM,8.4025,39.760,8.3568,0.105,,,,
556,09/30/25 09:00:00 AM,8.4048,39.760,8.3594,0.105,,,,
557,09/30/25 09:05:00 AM,8.4025,39.760,8.3571,0.105,,,,
558,09/30/25 09:10:00 AM,8.4025,39.760,8.3606,0.097,,,,
559,09/30/25 09:15:00 AM,8.4025,39.760,8.3624,0.092,,,,
560,09/30/25 09:20:00 AM,8.4025,39.760,8.3610,0.096,,,,
561,09/30/25 09:25:00 AM,8.4048,39.760,8.3620,0.099,,,,
562,09/30/25 09:30:00 AM,8.4025,39.760,8.3622,0.093,,,,
563,09/30/25 09:35:00 AM,8.4055,39.947,8.3614,0.102,,,,
564,09/30/25 09:40:00 AM,8.4032,39.947,8.3623,0.094,,,,
565,09/30/25 09:45:00 AM,8.4009,39.947,8.3616,0.091,,,,
566,09/30/25 09:50:00 AM,8.4032,39.947,8.3635,0.092,,,,
567,09/30/25 09:55:00 AM,8.4009,39.947,8.3610,0.092,,,,
568,09/30/25 10:00:00 AM,8.4032,39.947,8.3626,0.094,,,,
569,09/30/25 10:05:00 AM,8.4032,39.947,8.3626,0.094,,,,
570,09/30/25 10:10:00 AM,8.4032,39.947,8.3617,0.096,,,,
571,09/30/25 10:15:00 AM,8.4009,39.947,8.3617,0.090,,,,
572,09/30/25 10:20:00 AM,8.4032,39.947,8.3624,0.094,,,,
573,09/30/25 10:25:00 AM,8.3986,39.947,8.3608,0.087,,,,
574,09/30/25 10:30:00 AM,8.4009,39.947,8.3608,0.092,,,,
575,09/30/25 10:35:00 AM,8.3986,39.947,8.3591,0.091,,,,
576,09/30/25 10:40:00 AM,8.4009,39.947,8.3591,0.096,,,,
577,09/30/25 10:45:00 AM,8.4009,39.947,8.3584,0.098,,,,
578,09/30/25 10:50:00 AM,8.4009,39.947,8.3610,0.092,,,,
579,09/30/25 10:55:00 AM,8.4009,39.947,8.3585,0.098,,,,
580,09/30/25 11:00:00 AM,8.3986,39.947,8.3568,0.096,,,,
581,09/30/25 11:05:00 AM,8.3986,39.947,8.3568,0.096,,,,
582,09/30/25 11:10:00 AM,8.3986,39.947,8.3577,0.094,,,,
583,09/30/25 11:15:00 AM,8.4009,39.947,8.3558,0.104,,,,
584,09/30/25 11:20:00 AM,8.4009,39.947,8.3549,0.106,,,,
585,09/30/25 11:25:00 AM,8.3986,39.947,8.3565,0.097,,,,
586,09/30/25 11:30:00 AM,8.3962,39.947,8.3540,0.097,,,,
587,09/30/25 11:35:00 AM,8.3962,39.947,8.3530,0.100,,,,
588,09/30/25 11:40:00 AM,8.3962,39.947,8.3521,0.102,,,,
589,09/30/25 11:45:00 AM,8.3962,39.947,8.3553,0.094,,,,
590,09/30/25 11:50:00 AM,8.3986,39.947,8.3534,0.104,,,,
591,09/30/25 11:55:00 AM,8.3962,39.947,8.3508,0.105,,,,
592,09/30/25 12:00:00 PM,8.3962,39.947,8.3505,0.105,,,,
593,09/30/25 12:05:00 PM,8.3986,39.947,8.3495,0.113,,,,
594,09/30/25 12:10:00 PM,8.3939,39.947,8.3487,0.104,,,,
595,09/30/25 12:15:00 PM,8.3962,39.947,8.3495,0.108,,,,
596,09/30/25 12:20:00 PM,8.3916,39.947,8.3414,0.116,,,,
597,09/30/25 12:25:00 PM,8.3939,39.947,8.3476,0.107,,,,
598,09/30/25 12:30:00 PM,8.3939,39.947,8.3446,0.114,,,,
599,09/30/25 12:35:00 PM,8.3939,39.947,8.3450,0.113,,,,
600,09/30/25 12:40:00 PM,8.3916,39.947,8.3403,0.118,,,,
601,09/30/25 12:45:00 PM,8.3916,39.947,8.3404,0.118,,,,
602,09/30/25 12:50:00 PM,8.3893,39.947,8.3414,0.110,,,,
603,09/30/25 12:55:00 PM,8.3916,39.947,8.3423,0.114,,,,
604,09/30/25 01:00:00 PM,8.3916,39.947,8.3449,0.108,,,,
605,09/30/25 01:05:00 PM,8.3916,39.947,8.3442,0.109,,,,
606,09/30/25 01:10:00 PM,8.3916,39.947,8.3442,0.109,,,,
607,09/30/25 01:15:00 PM,8.3922,40.134,8.3417,0.116,,,,
608,09/30/25 01:20:00 PM,8.3922,40.134,8.3417,0.116,,,,
609,09/30/25 01:25:00 PM,8.3899,40.134,8.3417,0.111,,,,
610,09/30/25 01:30:00 PM,8.3922,40.134,8.3417,0.116,,,,
611,09/30/25 01:35:00 PM,8.3899,40.134,8.3417,0.111,,,,
612,09/30/25 01:40:00 PM,8.3899,40.134,8.3408,0.113,,,,
613,09/30/25 01:45:00 PM,8.3875,40.134,8.3450,0.098,,,,
614,09/30/25 01:50:00 PM,8.3899,40.134,8.3424,0.109,,,,
615,09/30/25 01:55:00 PM,8.3875,40.134,8.3408,0.108,,,,
616,09/30/25 02:00:00 PM,8.3899,40.134,8.3416,0.111,,,,
617,09/30/25 02:05:00 PM,8.3899,40.134,8.3424,0.109,,,,
618,09/30/25 02:10:00 PM,8.3875,40.134,8.3424,0.104,,,,
619,09/30/25 02:15:00 PM,8.3875,40.134,8.3398,0.110,,,,
620,09/30/25 02:20:00 PM,8.3875,40.134,8.3398,0.110,,,,
621,09/30/25 02:25:00 PM,8.3875,40.134,8.3405,0.108,,,,
622,09/30/25 02:30:00 PM,8.3875,40.134,8.3381,0.114,,,,
623,09/30/25 02:35:00 PM,8.3875,40.134,8.3372,0.116,,,,
624,09/30/25 02:40:00 PM,8.3875,40.134,8.3388,0.112,,,,
625,09/30/25 02:45:00 PM,8.3852,40.134,8.3395,0.105,,,,
626,09/30/25 02:50:00 PM,8.3852,40.134,8.3360,0.113,,,,
627,09/30/25 02:55:00 PM,8.3852,40.134,8.3376,0.110,,,,
628,09/30/25 03:00:00 PM,8.3875,40.134,8.3375,0.115,,,,
629,09/30/25 03:05:00 PM,8.3875,40.134,8.3398,0.110,,,,
630,09/30/25 03:10:00 PM,8.3875,40.134,8.3379,0.114,,,,
631,09/30/25 03:15:00 PM,8.3875,40.134,8.3394,0.111,,,,
632,09/30/25 03:20:00 PM,8.3852,40.134,8.3392,0.106,,,,
633,09/30/25 03:25:00 PM,8.3875,40.134,8.3384,0.113,,,,
634,09/30/25 03:30:00 PM,8.3852,40.134,8.3373,0.110,,,,
635,09/30/25 03:35:00 PM,8.3875,40.134,8.3405,0.108,,,,
636,09/30/25 03:40:00 PM,8.3852,40.134,8.3379,0.109,,,,
637,09/30/25 03:45:00 PM,8.3852,40.134,8.3387,0.107,,,,
638,09/30/25 03:50:00 PM,8.3852,40.134,8.3376,0.110,,,,
639,09/30/25 03:55:00 PM,8.3852,40.134,8.3366,0.112,,,,
640,09/30/25 04:00:00 PM,8.3875,40.134,8.3391,0.112,,,,
641,09/30/25 04:05:00 PM,8.3852,40.134,8.3398,0.105,,,,
642,09/30/25 04:10:00 PM,8.3829,40.134,8.3371,0.106,,,,
643,09/30/25 04:15:00 PM,8.3852,40.134,8.3395,0.105,,,,
644,09/30/25 04:20:00 PM,8.3829,40.134,8.3385,0.102,,,,
645,09/30/25 04:25:00 PM,8.3829,40.134,8.3416,0.095,,,,
646,09/30/25 04:30:00 PM,8.3829,40.134,8.3413,0.096,,,,
647,09/30/25 04:35:00 PM,8.3852,40.134,8.3392,0.106,,,,
648,09/30/25 04:40:00 PM,8.3829,40.134,8.3405,0.098,,,,
649,09/30/25 04:45:00 PM,8.3806,40.134,8.3375,0.099,,,,
650,09/30/25 04:50:00 PM,8.3829,40.134,8.3388,0.102,,,,
651,09/30/25 04:55:00 PM,8.3806,40.134,8.3368,0.101,,,,
652,09/30/25 05:00:00 PM,8.3806,40.134,8.3379,0.098,,,,
653,09/30/25 05:05:00 PM,8.3806,40.134,8.3382,0.098,,,,
654,09/30/25 05:10:00 PM,8.3806,40.134,8.3378,0.099,,,,
655,09/30/25 05:15:00 PM,8.3806,40.134,8.3405,0.092,,,,
656,09/30/25 05:20:00 PM,8.3806,40.134,8.3385,0.097,,,,
657,09/30/25 05:25:00 PM,8.3782,40.134,8.3385,0.092,,,,
658,09/30/25 05:30:00 PM,8.3829,40.134,8.3408,0.097,,,,
659,09/30/25 05:35:00 PM,8.3829,40.134,8.3414,0.096,,,,
660,09/30/25 05:40:00 PM,8.3806,40.134,8.3408,0.092,,,,
661,09/30/25 05:45:00 PM,8.3829,40.134,8.3381,0.103,,,,
662,09/30/25 05:50:00 PM,8.3829,40.134,8.3391,0.101,,,,
663,09/30/25 05:55:00 PM,8.3852,40.134,8.3379,0.109,,,,
664,09/30/25 06:00:00 PM,8.3852,40.134,8.3385,0.108,,,,
665,09/30/25 06:05:00 PM,8.3823,39.947,8.3391,0.100,,,,
666,09/30/25 06:10:00 PM,8.3823,39.947,8.3395,0.099,,,,
667,09/30/25 06:15:00 PM,8.3823,39.947,8.3401,0.097,,,,
668,09/30/25 06:20:00 PM,8.3823,39.947,8.3373,0.104,,,,
669,09/30/25 06:25:00 PM,8.3800,39.947,8.3389,0.095,,,,
670,09/30/25 06:30:00 PM,8.3823,39.947,8.3378,0.103,,,,
671,09/30/25 06:35:00 PM,8.3823,39.947,8.3395,0.099,,,,
672,09/30/25 06:40:00 PM,8.3823,39.947,8.3384,0.101,,,,
673,09/30/25 06:45:00 PM,8.3846,39.947,8.3400,0.103,,,,
674,09/30/25 06:50:00 PM,8.3823,39.947,8.3384,0.101,,,,
675,09/30/25 06:55:00 PM,8.3846,39.947,8.3405,0.102,,,,
676,09/30/25 07:00:00 PM,8.3846,39.947,8.3410,0.101,,,,
677,09/30/25 07:05:00 PM,8.3823,39.947,8.3410,0.095,,,,
678,09/30/25 07:10:00 PM,8.3846,39.947,8.3414,0.100,,,,
679,09/30/25 07:15:00 PM,8.3870,39.947,8.3449,0.097,,,,
680,09/30/25 07:20:00 PM,8.3846,39.947,8.3420,0.098,,,,
681,09/30/25 07:25:00 PM,8.3846,39.947,8.3420,0.098,,,,
682,09/30/25 07:30:00 PM,8.3870,39.947,8.3442,0.099,,,,
683,09/30/25 07:35:00 PM,8.3870,39.947,8.3446,0.098,,,,
684,09/30/25 07:40:00 PM,8.3846,39.947,8.3468,0.087,,,,
685,09/30/25 07:45:00 PM,8.3846,39.947,8.3439,0.094,,,,
686,09/30/25 07:50:00 PM,8.3846,39.947,8.3476,0.085,,,,
687,09/30/25 07:55:00 PM,8.3870,39.947,8.3461,0.094,,,,
688,09/30/25 08:00:00 PM,8.3870,39.947,8.3447,0.097,,,,
689,09/30/25 08:05:00 PM,8.3870,39.947,8.3461,0.094,,,,
690,09/30/25 08:10:00 PM,8.3870,39.947,8.3461,0.094,,,,
691,09/30/25 08:15:00 PM,8.3893,39.947,8.3461,0.100,,,,
692,09/30/25 08:20:00 PM,8.3870,39.947,8.3443,0.098,,,,
693,09/30/25 08:25:00 PM,8.3870,39.947,8.3456,0.095,,,,
694,09/30/25 08:30:00 PM,8.3870,39.947,8.3490,0.088,,,,
695,09/30/25 08:35:00 PM,8.3870,39.947,8.3468,0.093,,,,
696,09/30/25 08:40:00 PM,8.3870,39.947,8.3468,0.093,,,,
697,09/30/25 08:45:00 PM,8.3870,39.947,8.3468,0.093,,,,
698,09/30/25 08:50:00 PM,8.3870,39.947,8.3484,0.089,,,,
699,09/30/25 08:55:00 PM,8.3893,39.947,8.3468,0.098,,,,
700,09/30/25 09:00:00 PM,8.3893,39.947,8.3484,0.094,,,,
